,open,high,low,close,volume
2023-12-29,139.63,140.36,138.78,139.69,18733017.0
2023-12-28,140.78,141.14,139.75,140.23,16045712.0
2023-12-27,141.59,142.08,139.886,140.37,19567216.0
2023-12-26,141.59,142.68,141.19,141.52,16780333.0
2023-12-22,140.77,141.99,140.71,141.49,26532199.0
2023-12-21,139.49,140.685,139.18,140.42,27488284.0
2023-12-20,138.97,141.695,138.065,138.34,49107179.0
2023-12-19,136.84,137.47,136.08,136.65,25436155.0
2023-12-18,132.63,137.1478,132.43,135.8,32257967.0
2023-12-15,131.62,133.51,131.18,132.6,50847113.0
2023-12-14,133.38,133.72,129.685,131.94,38722413.0
2023-12-13,133.38,133.5,131.57,132.57,30104775.0
2023-12-12,131.81,133.0,131.26,132.52,29032831.0
2023-12-11,132.38,133.335,131.36,133.29,31138011.0
2023-12-08,134.2,136.4,134.025,134.99,32260112.0
2023-12-07,135.04,138.56,134.7,136.93,56767100.0
2023-12-06,131.44,131.84,129.875,130.02,22897543.0
2023-12-05,128.95,132.14,128.25,130.99,27384784.0
2023-12-04,129.88,130.03,127.9,129.27,36669876.0
2023-12-01,131.86,132.11,130.665,131.86,31442263.0
2023-11-30,135.05,135.55,131.28,132.53,38988263.0
2023-11-29,137.57,138.288,134.84,134.99,23967222.0
2023-11-28,136.08,137.25,135.4222,137.2,18730032.0
2023-11-27,136.03,138.42,136.0,136.41,23436526.0
2023-11-24,138.03,138.13,135.99,136.69,12514322.0
2023-11-22,137.47,139.42,137.47,138.49,17820456.0
2023-11-21,136.29,137.18,135.96,136.97,22635272.0
2023-11-20,133.69,136.66,133.62,136.25,27850762.0
2023-11-17,136.0,136.06,133.65,135.31,37287691.0
2023-11-16,135.19,137.2199,134.32,136.93,28013179.0
2023-11-15,134.87,135.03,133.57,134.62,23861515.0
2023-11-14,134.19,135.7,133.32,133.62,32395178.0
2023-11-13,131.78,132.59,131.25,132.09,18324751.0
2023-11-10,130.105,132.8,129.41,132.59,26927826.0
2023-11-09,131.96,132.55,130.065,130.24,23747773.0
2023-11-08,130.97,132.21,130.78,131.84,26425849.0
2023-11-07,130.71,131.91,129.88,130.97,29757276.0
2023-11-06,129.05,130.34,128.67,130.25,19052740.0
2023-11-03,128.02,129.525,127.86,129.1,26393109.0
2023-11-02,128.42,128.98,126.93,127.49,27124647.0
2023-11-01,124.07,126.49,123.715,126.45,30082438.0
2023-10-31,125.06,125.37,122.685,124.08,26292342.0
2023-10-30,123.21,125.4,122.75,124.46,28940081.0
2023-10-27,122.88,123.31,120.2057,122.17,44566506.0
2023-10-26,123.27,124.3297,121.27,122.28,57061140.0
2023-10-25,128.16,128.31,125.07,125.61,84366208.0
2023-10-24,137.83,139.3599,137.42,138.81,44814321.0
2023-10-23,135.04,137.6599,133.95,136.5,26317930.0
2023-10-20,137.33,137.87,135.08,135.6,26335673.0
2023-10-19,138.5,139.66,137.38,137.75,26066011.0
2023-10-18,139.445,140.72,137.38,137.96,23374998.0
2023-10-17,138.63,139.9,137.18,139.72,23515780.0
2023-10-16,138.17,139.63,137.99,139.095,28501871.0
2023-10-13,139.38,140.0,136.615,137.36,23435599.0
2023-10-12,141.05,141.22,138.26,138.97,24765537.0
2023-10-11,138.58,141.11,138.58,140.55,25884303.0
2023-10-10,138.5,139.72,137.33,138.06,27786613.0
2023-10-09,136.94,138.94,135.61,138.42,19278070.0
2023-10-06,134.01,138.155,134.01,137.58,27597598.0
2023-10-05,135.07,135.49,133.45,135.07,19832615.0
2023-10-04,132.79,135.57,132.53,135.24,26752295.0
2023-10-03,133.94,134.26,131.84,132.43,22989401.0
2023-10-02,131.21,134.42,131.17,134.17,22288038.0
2023-09-29,133.28,134.05,130.36,130.86,30859790.0
2023-09-28,129.84,133.3,129.79,132.31,22513132.0
2023-09-27,128.57,130.895,128.57,130.54,22746452.0
2023-09-26,129.77,130.3645,127.22,128.565,25718704.0
