,open,high,low,close,volume
2023-12-29,146.0,146.96,145.73,146.54,5300991.0
2023-12-28,146.0,146.01,145.035,145.73,5023033.0
2023-12-27,145.65,146.305,145.3638,146.06,4515212.0
2023-12-26,145.09,146.17,144.97,145.94,3634885.0
2023-12-22,144.5,145.63,144.29,145.28,4413842.0
2023-12-21,144.52,144.79,143.13,144.26,6104714.0
2023-12-20,145.57,146.07,143.84,143.91,7663841.0
2023-12-19,145.67,146.335,145.39,146.17,5216773.0
2023-12-18,144.17,147.49,144.15,146.17,8421950.0
2023-12-15,143.18,144.25,142.5,143.96,14549957.0
2023-12-14,148.46,148.55,144.38,144.66,10565171.0
2023-12-13,145.86,148.65,145.45,148.58,9055532.0
2023-12-12,145.86,146.23,145.08,145.94,6069202.0
2023-12-11,144.8,145.87,144.65,145.82,8471213.0
2023-12-08,145.92,146.24,144.52,145.15,6385269.0
2023-12-07,146.57,147.1,146.02,146.5,6119624.0
2023-12-06,147.01,147.16,145.64,146.65,7394298.0
2023-12-05,152.14,152.61,146.18,146.76,11895824.0
2023-12-04,151.77,152.5332,151.66,152.06,6578318.0
2023-12-01,153.33,153.49,152.23,152.66,5685434.0
2023-11-30,150.9,153.63,150.08,153.52,9771509.0
2023-11-29,152.29,152.45,150.99,151.13,5342709.0
2023-11-28,151.145,152.772,151.145,152.29,6110455.0
2023-11-27,151.52,151.64,150.74,151.24,6021326.0
2023-11-24,151.18,151.74,151.03,151.38,2132494.0
2023-11-22,150.1,151.48,150.1,151.02,4373087.0
2023-11-21,149.85,150.01,148.83,149.61,7310387.0
2023-11-20,150.21,151.03,149.66,150.27,6857809.0
2023-11-17,152.72,152.84,150.89,151.07,8495710.0
2023-11-16,151.99,152.89,151.31,152.83,7590516.0
2023-11-15,152.055,152.39,150.38,151.42,7672848.0
2023-11-14,152.55,153.5,151.6801,152.12,7982631.0
2023-11-13,151.445,152.9,151.445,152.46,6297527.0
2023-11-10,150.84,151.44,149.92,151.41,5387350.0
2023-11-09,149.74,150.35,149.12,150.35,6581536.0
2023-11-08,150.955,151.2,149.51,150.01,4832618.0
2023-11-07,150.92,151.25,150.12,150.59,6003843.0
2023-11-06,150.36,151.25,150.1,150.94,6480898.0
2023-11-03,151.79,152.29,149.615,150.07,6587879.0
